australia,1820,21,0,0,"advanced economies"
australia,1825,23,0,0,"advanced economies"
australia,1830,26,0,0,"advanced economies"
australia,1835,28,0,0,"advanced economies"
australia,1840,31,0,0,"advanced economies"
australia,1845,33,0,0,"advanced economies"
